braker_gene	braker_transcript	SSTP_gene	SSTP_transcript
g7784	g7784.t1	SSTP_0000759500	SSTP_0000759500.1
g7785	g7785.t1	SSTP_0000759600	SSTP_0000759600.1
g7785	g7785.t2	SSTP_0000759600	SSTP_0000759600.1
g7786	g7786.t1	SSTP_0000759700	SSTP_0000759700.1
g7787	g7787.t1	SSTP_0000759800	SSTP_0000759800.1
g7788	g7788.t1	SSTP_0000759900	SSTP_0000759900.1
g7789	g7789.t1	SSTP_0000760000	SSTP_0000760000.1
g779	g779.t1	SSTP_0001068100	SSTP_0001068100.1
g7790	g7790.t1	SSTP_0000760100	SSTP_0000760100.1
g7791	g7791.t1	SSTP_0000760200	SSTP_0000760200.1
g7792	g7792.t1	SSTP_0000760300	SSTP_0000760300.1
g7793	g7793.t1	SSTP_0000760400	SSTP_0000760400.1
g7794	g7794.t1	SSTP_0000760500	SSTP_0000760500.1
g7795	g7795.t1		
g7796	g7796.t1	SSTP_0000760700	SSTP_0000760700.1
g7797	g7797.t1	SSTP_0000760800	SSTP_0000760800.1
g7798	g7798.t1	SSTP_0000760900	SSTP_0000760900.1
g7798	g7798.t2	SSTP_0000760900	SSTP_0000760900.1
g7799	g7799.t1	SSTP_0000761000	SSTP_0000761000.1
g78	g78.t1	SSTP_0001100200	SSTP_0001100200.1
g780	g780.t1	SSTP_0001068000	SSTP_0001068000.1
g7800	g7800.t1	SSTP_0000761100	SSTP_0000761100.1
g7801	g7801.t1	SSTP_0000761200	SSTP_0000761200.1
g7802	g7802.t1	SSTP_0000761300	SSTP_0000761300.1
g7803	g7803.t1	SSTP_0000761400	SSTP_0000761400.1
g7804	g7804.t1	SSTP_0000761500	SSTP_0000761500.1
g7805	g7805.t1	SSTP_0000761600	SSTP_0000761600.1
g7806	g7806.t1	SSTP_0000761700	SSTP_0000761700.1
g7807	g7807.t1	SSTP_0000761800	SSTP_0000761800.1
g7808	g7808.t1	SSTP_0000761900	SSTP_0000761900.1
g7809	g7809.t1	SSTP_0000762000	SSTP_0000762000.1
g781	g781.t1	SSTP_0001067900	SSTP_0001067900.1
g7810	g7810.t1	SSTP_0000762100	SSTP_0000762100.1
g7811	g7811.t1	SSTP_0000762200	SSTP_0000762200.1
g7812	g7812.t1	SSTP_0000762300	SSTP_0000762300.1
g7813	g7813.t1	SSTP_0000762400	SSTP_0000762400.1
g7814	g7814.t1	SSTP_0000762500	SSTP_0000762500.1
g7815	g7815.t1	SSTP_0000762600	SSTP_0000762600.1
g7816	g7816.t1	SSTP_0000762700	SSTP_0000762700.1
g7817	g7817.t1	SSTP_0000762800	SSTP_0000762800.1
g7818	g7818.t1	SSTP_0000762900	SSTP_0000762900.1
g7818	g7818.t2	SSTP_0000762900	SSTP_0000762900.1
g7818	g7818.t3	SSTP_0000762900	SSTP_0000762900.1
g7819	g7819.t1	SSTP_0000763000	SSTP_0000763000.1
g782	g782.t1	SSTP_0001067800	SSTP_0001067800.1
g7820	g7820.t1	SSTP_0000763100	SSTP_0000763100.1
g7821	g7821.t1	SSTP_0000763200	SSTP_0000763200.1
g7822	g7822.t1	SSTP_0000763300	SSTP_0000763300.1
g7823	g7823.t1	SSTP_0000763400	SSTP_0000763400.1
g7824	g7824.t1	SSTP_0000763500	SSTP_0000763500.1
g7825	g7825.t1	SSTP_0000763600	SSTP_0000763600.1
g7825	g7825.t2	SSTP_0000763600	SSTP_0000763600.1
g7825	g7825.t3	SSTP_0000763600	SSTP_0000763600.1
g7825	g7825.t4	SSTP_0000763600	SSTP_0000763600.1
g7826	g7826.t1	SSTP_0000763700	SSTP_0000763700.1
g7827	g7827.t1	SSTP_0000763800	SSTP_0000763800.1
g7828	g7828.t1	SSTP_0000763900	SSTP_0000763900.1
g7829	g7829.t1	SSTP_0000764000	SSTP_0000764000.1
g783	g783.t1	SSTP_0001067700	SSTP_0001067700.1
g7830	g7830.t1	SSTP_0000764100	SSTP_0000764100.1
g7831	g7831.t1	SSTP_0000764100	SSTP_0000764100.1
g7832	g7832.t1	SSTP_0000764200	SSTP_0000764200.1
g7833	g7833.t1	SSTP_0000764300	SSTP_0000764300.1
g7834	g7834.t1	SSTP_0000764400	SSTP_0000764400.1
g7835	g7835.t1	SSTP_0000764500	SSTP_0000764500.1
g7836	g7836.t1	SSTP_0000764600	SSTP_0000764600.1
g7836	g7836.t2	SSTP_0000764600	SSTP_0000764600.1
g7837	g7837.t1	SSTP_0000764700	SSTP_0000764700.1
g7838	g7838.t1	SSTP_0000764800	SSTP_0000764800.1
g7839	g7839.t1	SSTP_0000764900	SSTP_0000764900.1
g784	g784.t1	SSTP_0001067600	SSTP_0001067600.1
g7840	g7840.t1	SSTP_0000765000	SSTP_0000765000.1
g7841	g7841.t1	SSTP_0000765100	SSTP_0000765100.1
g7842	g7842.t1	SSTP_0000765200	SSTP_0000765200.1
g7843	g7843.t1	SSTP_0000765300	SSTP_0000765300.1
g7844	g7844.t1	SSTP_0000765400	SSTP_0000765400.1
g7845	g7845.t1	SSTP_0000765500	SSTP_0000765500.1
g7846	g7846.t1	SSTP_0000765600	SSTP_0000765600.1
g7846	g7846.t2	SSTP_0000765600	SSTP_0000765600.1
g7847	g7847.t1	SSTP_0000765700	SSTP_0000765700.1
g7848	g7848.t1	SSTP_0000765800	SSTP_0000765800.1
g7849	g7849.t1	SSTP_0000765900	SSTP_0000765900.1
g7849	g7849.t2	SSTP_0000765900	SSTP_0000765900.1
g785	g785.t1	SSTP_0001067500	SSTP_0001067500.1
g7850	g7850.t1	SSTP_0000766000	SSTP_0000766000.1
g7851	g7851.t1	SSTP_0000766100	SSTP_0000766100.1
g7852	g7852.t1	SSTP_0000766200	SSTP_0000766200.1
g7853	g7853.t1	SSTP_0000766300	SSTP_0000766300.1
g7854	g7854.t1	SSTP_0000766400	SSTP_0000766400.1
g7854	g7854.t2	SSTP_0000766400	SSTP_0000766400.1
g7854	g7854.t3	SSTP_0000766400	SSTP_0000766400.1
g7855	g7855.t1	SSTP_0000766500	SSTP_0000766500.1
g7856	g7856.t1	SSTP_0000766600	SSTP_0000766600.1
g7856	g7856.t2	SSTP_0000766600	SSTP_0000766600.1
g7857	g7857.t1	SSTP_0000766700	SSTP_0000766700.1
g7858	g7858.t1	SSTP_0000766800	SSTP_0000766800.1
g7859	g7859.t1	SSTP_0000766900	SSTP_0000766900.1
g786	g786.t1	SSTP_0001067400	SSTP_0001067400.1
g7860	g7860.t1	SSTP_0000767000	SSTP_0000767000.1
g7861	g7861.t1	SSTP_0000767100	SSTP_0000767100.1
g7862	g7862.t1	SSTP_0000767200	SSTP_0000767200.1
g7862	g7862.t2	SSTP_0000767200	SSTP_0000767200.1
g7862	g7862.t3	SSTP_0000767200	SSTP_0000767200.1
g7863	g7863.t1	SSTP_0000767300	SSTP_0000767300.1
g7864	g7864.t1	SSTP_0000767400	SSTP_0000767400.1
g7865	g7865.t1		
g7866	g7866.t1	SSTP_0000767600	SSTP_0000767600.1
g7867	g7867.t1	SSTP_0000767700	SSTP_0000767700.1
g7868	g7868.t1	SSTP_0000767800	SSTP_0000767800.1
g7868	g7868.t2	SSTP_0000767800	SSTP_0000767800.1
g7869	g7869.t1	SSTP_0000767900	SSTP_0000767900.1
g787	g787.t1	SSTP_0001067300	SSTP_0001067300.1
g7870	g7870.t1	SSTP_0000768000	SSTP_0000768000.1
g7871	g7871.t1	SSTP_0000768100	SSTP_0000768100.1
g7872	g7872.t1	SSTP_0000768200	SSTP_0000768200.1
g7873	g7873.t1	SSTP_0000768300	SSTP_0000768300.1
g7874	g7874.t1	SSTP_0000768400	SSTP_0000768400.1
g7875	g7875.t1	SSTP_0000768500	SSTP_0000768500.1
g7876	g7876.t1	SSTP_0000768600	SSTP_0000768600.1
g7877	g7877.t1	SSTP_0000768700	SSTP_0000768700.1
g7878	g7878.t1	SSTP_0000768800	SSTP_0000768800.1
g7879	g7879.t1	SSTP_0000768900	SSTP_0000768900.1
g7879	g7879.t2	SSTP_0000768900	SSTP_0000768900.1
g7879	g7879.t3	SSTP_0000768900	SSTP_0000768900.1
g788	g788.t1	SSTP_0001067200	SSTP_0001067200.1
g7880	g7880.t1	SSTP_0000769000	SSTP_0000769000.2
g7880	g7880.t2	SSTP_0000769000	SSTP_0000769000.1
g7881	g7881.t1	SSTP_0000769200	SSTP_0000769200.1
g7882	g7882.t1	SSTP_0000769300	SSTP_0000769300.1
g7883	g7883.t1	SSTP_0000769400	SSTP_0000769400.1
g7883	g7883.t2	SSTP_0000769400	SSTP_0000769400.1
g7884	g7884.t1	SSTP_0000358700	SSTP_0000358700.1
g7885	g7885.t1	SSTP_0000769600	SSTP_0000769600.1
g7886	g7886.t1	SSTP_0000769700	SSTP_0000769700.1
g7887	g7887.t1	SSTP_0000769800	SSTP_0000769800.1
g7888	g7888.t1		
g7889	g7889.t1	SSTP_0000769900	SSTP_0000769900.1
g789	g789.t1	SSTP_0001067100	SSTP_0001067100.1
g7890	g7890.t1	SSTP_0000770000	SSTP_0000770000.1
g7891	g7891.t1	SSTP_0000770100	SSTP_0000770100.1
g7892	g7892.t1	SSTP_0000770200	SSTP_0000770200.1
g7893	g7893.t1	SSTP_0000770300	SSTP_0000770300.1
g7894	g7894.t1	SSTP_0000770400	SSTP_0000770400.1
g7895	g7895.t1	SSTP_0000770500	SSTP_0000770500.1
g7896	g7896.t1	SSTP_0000770600	SSTP_0000770600.1
g7897	g7897.t1	SSTP_0000770700	SSTP_0000770700.1
g7898	g7898.t1	SSTP_0000770800	SSTP_0000770800.1
g7898	g7898.t2	SSTP_0000770800	SSTP_0000770800.1
g7899	g7899.t1	SSTP_0000770900	SSTP_0000770900.1
g79	g79.t1	SSTP_0001100300	SSTP_0001100300.1
g790	g790.t1	SSTP_0001067000	SSTP_0001067000.1
g7900	g7900.t1	SSTP_0000771000	SSTP_0000771000.1
g7901	g7901.t1	SSTP_0000771100	SSTP_0000771100.1
g7902	g7902.t1	SSTP_0000771200	SSTP_0000771200.1
g7903	g7903.t1	SSTP_0000771300	SSTP_0000771300.1
g7904	g7904.t1	SSTP_0000771400	SSTP_0000771400.1
g7905	g7905.t1	SSTP_0001207700	SSTP_0001207700.1
g7906	g7906.t1	SSTP_0000771500	SSTP_0000771500.1
g7907	g7907.t1	SSTP_0000771600	SSTP_0000771600.1
g7908	g7908.t1	SSTP_0000771700	SSTP_0000771700.1
g7908	g7908.t2	SSTP_0000771700	SSTP_0000771700.1
g7909	g7909.t1	SSTP_0000771800	SSTP_0000771800.1
g791	g791.t1	SSTP_0001066900	SSTP_0001066900.1
g7910	g7910.t1	SSTP_0000771900	SSTP_0000771900.1
g7911	g7911.t1	SSTP_0000772000	SSTP_0000772000.1
g7912	g7912.t1	SSTP_0000772100	SSTP_0000772100.1
g7913	g7913.t1	SSTP_0000772200	SSTP_0000772200.1
g7914	g7914.t1	SSTP_0000772300	SSTP_0000772300.1
g7915	g7915.t1	SSTP_0000772400	SSTP_0000772400.1
g7916	g7916.t1	SSTP_0000772500	SSTP_0000772500.1
g7917	g7917.t1	SSTP_0000772600	SSTP_0000772600.1
g7918	g7918.t1	SSTP_0000772700	SSTP_0000772700.1
g7919	g7919.t1	SSTP_0000772800	SSTP_0000772800.1
g792	g792.t1	SSTP_0001066800	SSTP_0001066800.1
g7920	g7920.t1	SSTP_0000772850	SSTP_0000772850.1
g7921	g7921.t1	SSTP_0000772900	SSTP_0000772900.1
g7922	g7922.t1	SSTP_0000773000	SSTP_0000773000.1
g7923	g7923.t1	SSTP_0000773100	SSTP_0000773100.1
g7923	g7923.t2	SSTP_0000773100	SSTP_0000773100.1
g7924	g7924.t1	SSTP_0000773200	SSTP_0000773200.1
g7925	g7925.t1	SSTP_0000773300	SSTP_0000773300.1
g7926	g7926.t1	SSTP_0000773400	SSTP_0000773400.1
g7927	g7927.t1	SSTP_0000773500	SSTP_0000773500.1
g7927	g7927.t2	SSTP_0000773500	SSTP_0000773500.1
g7928	g7928.t1	SSTP_0000773600	SSTP_0000773600.1
g7929	g7929.t1	SSTP_0000773700	SSTP_0000773700.1
g793	g793.t1	SSTP_0001066700	SSTP_0001066700.1
g7930	g7930.t1	SSTP_0000773800	SSTP_0000773800.1
g7931	g7931.t1	SSTP_0000773800	SSTP_0000773800.1
g7932	g7932.t1	SSTP_0000774000	SSTP_0000774000.1
g7933	g7933.t1	SSTP_0000774100	SSTP_0000774100.1
g7934	g7934.t1	SSTP_0000774200	SSTP_0000774200.1
g7935	g7935.t1	SSTP_0000774300	SSTP_0000774300.1
g7936	g7936.t1	SSTP_0000774400	SSTP_0000774400.1
g7936	g7936.t2	SSTP_0000774400	SSTP_0000774400.1
g7937	g7937.t1	SSTP_0000774500	SSTP_0000774500.1
g7937	g7937.t2	SSTP_0000774500	SSTP_0000774500.1
g7938	g7938.t1	SSTP_0000774600	SSTP_0000774600.1
g7938	g7938.t2	SSTP_0000774600	SSTP_0000774600.1
g7939	g7939.t1	SSTP_0000774700	SSTP_0000774700.1
g794	g794.t1	SSTP_0001066600	SSTP_0001066600.1
g7940	g7940.t1	SSTP_0000774750	SSTP_0000774750.1
g7941	g7941.t1	SSTP_0000774800	SSTP_0000774800.1
g7942	g7942.t1	SSTP_0000774900	SSTP_0000774900.1
g7943	g7943.t1	SSTP_0000775000	SSTP_0000775000.1
g7944	g7944.t1	SSTP_0000775100	SSTP_0000775100.1
g7945	g7945.t1	SSTP_0000775200	SSTP_0000775200.1
g7946	g7946.t1	SSTP_0000775300	SSTP_0000775300.1
g7947	g7947.t1	SSTP_0000775400	SSTP_0000775400.1
g7948	g7948.t1	SSTP_0000775500	SSTP_0000775500.1
g7949	g7949.t1	SSTP_0000775600	SSTP_0000775600.1
g795	g795.t1	SSTP_0001066500	SSTP_0001066500.1
g7950	g7950.t1	SSTP_0000775700	SSTP_0000775700.1
g7951	g7951.t1	SSTP_0000775800	SSTP_0000775800.1
g7952	g7952.t1	SSTP_0000775900	SSTP_0000775900.1
g7953	g7953.t1	SSTP_0000776000	SSTP_0000776000.1
g7953	g7953.t2	SSTP_0000776000	SSTP_0000776000.1
g7954	g7954.t1	SSTP_0000776100	SSTP_0000776100.1
g7955	g7955.t1	SSTP_0000776200	SSTP_0000776200.1
g7956	g7956.t1	SSTP_0000776300	SSTP_0000776300.1
g7957	g7957.t1	SSTP_0000776400	SSTP_0000776400.1
g7958	g7958.t1	SSTP_0000776500	SSTP_0000776500.1
g7959	g7959.t1	SSTP_0000776600	SSTP_0000776600.1
g796	g796.t1	SSTP_0001066400	SSTP_0001066400.1
g7960	g7960.t1	SSTP_0000776700	SSTP_0000776700.1
g7961	g7961.t1	SSTP_0000776800	SSTP_0000776800.1
g7962	g7962.t1	SSTP_0000776900	SSTP_0000776900.1
g7963	g7963.t1	SSTP_0000777000.1	
g7964	g7964.t1	SSTP_0000777100	SSTP_0000777100.1
g7965	g7965.t1	SSTP_0000777200	SSTP_0000777200.1
g7966	g7966.t1	SSTP_0000777300	SSTP_0000777300.1
g7966	g7966.t2	SSTP_0000777300	SSTP_0000777300.1
g7967	g7967.t1	SSTP_0000777400	SSTP_0000777400.1
g7968	g7968.t1	SSTP_0000777500	SSTP_0000777500.1
g7969	g7969.t1	SSTP_0000777600	SSTP_0000777600.1
g797	g797.t1	SSTP_0001066300	SSTP_0001066300.1
g7970	g7970.t1	SSTP_0000777700	SSTP_0000777700.1
g7971	g7971.t1	SSTP_0000777800	SSTP_0000777800.1
g7972	g7972.t1	SSTP_0000777900	SSTP_0000777900.1
g7973	g7973.t1	SSTP_0000778000	SSTP_0000778000.1
g7974	g7974.t1	SSTP_0000778100	SSTP_0000778100.1
g7975	g7975.t1	SSTP_0000778200	SSTP_0000778200.1
g7976	g7976.t1	SSTP_0000778300	SSTP_0000778300.1
g7977	g7977.t1	SSTP_0000778400	SSTP_0000778400.1
g7977	g7977.t2	SSTP_0000778400	SSTP_0000778400.1
g7978	g7978.t1	SSTP_0000778500	SSTP_0000778500.1
g7978	g7978.t2	SSTP_0000778500	SSTP_0000778500.1
g7979	g7979.t1	SSTP_0000778600	SSTP_0000778600.1
g798	g798.t1	SSTP_0001066200	SSTP_0001066200.1
g7980	g7980.t1	SSTP_0000778700	SSTP_0000778700.1
g7981	g7981.t1	SSTP_0000778800	SSTP_0000778800.1
g7982	g7982.t1	SSTP_0000778900	SSTP_0000778900.1
g7983	g7983.t1	SSTP_0000779000	SSTP_0000779000.1
g7983	g7983.t2	SSTP_0000779000	SSTP_0000779000.1
g7984	g7984.t1	SSTP_0000779100	SSTP_0000779100.1
g7985	g7985.t1	SSTP_0000779200	SSTP_0000779200.1
g7986	g7986.t1	SSTP_0000779300	SSTP_0000779300.1
g7987	g7987.t1	SSTP_0000779400	SSTP_0000779400.1
g7988	g7988.t1	SSTP_0000779500	SSTP_0000779500.1
g7989	g7989.t1	SSTP_0000779600	SSTP_0000779600.1
g799	g799.t1	SSTP_0001066100	SSTP_0001066100.1
g7990	g7990.t1	SSTP_0000779700	SSTP_0000779700.1
g7991	g7991.t1	SSTP_0000779800	SSTP_0000779800.1
g7992	g7992.t1	SSTP_0000779900	SSTP_0000779900.1
g7993	g7993.t1	SSTP_0000780000	SSTP_0000780000.1
g7994	g7994.t1	SSTP_0000780100	SSTP_0000780100.1
g7994	g7994.t2	SSTP_0000780100	SSTP_0000780100.1
g7995	g7995.t1	SSTP_0000780200	SSTP_0000780200.1
g7996	g7996.t1	SSTP_0000780300	SSTP_0000780300.1
g7997	g7997.t1	SSTP_0000780400	SSTP_0000780400.1
g7998	g7998.t1	SSTP_0000780500	SSTP_0000780500.1
g7999	g7999.t1	SSTP_0000780600	SSTP_0000780600.1
g8	g8.t1	SSTP_0001044100	SSTP_0001044100.1
g80	g80.t1	SSTP_0001100400	SSTP_0001100400.1
g800	g800.t1	SSTP_0001066000	SSTP_0001066000.1
g8000	g8000.t1	SSTP_0000780800	SSTP_0000780800.1
g8001	g8001.t1	SSTP_0000780900	SSTP_0000780900.1
g8002	g8002.t1		
g8003	g8003.t1	SSTP_0000781000	SSTP_0000781000.1
g8004	g8004.t1	SSTP_0000781100	SSTP_0000781100.1
g8005	g8005.t1	SSTP_0000781200	SSTP_0000781200.1
g8006	g8006.t1	SSTP_0000781300	SSTP_0000781300.1
g8007	g8007.t1	SSTP_0000781400	SSTP_0000781400.1
g8007	g8007.t2	SSTP_0000781400	SSTP_0000781400.1
g8008	g8008.t1	SSTP_0000781500	SSTP_0000781500.1
g8009	g8009.t1	SSTP_0000781600	SSTP_0000781600.1
g801	g801.t1	SSTP_0001065900	SSTP_0001065900.1
g8010	g8010.t1	SSTP_0000781700	SSTP_0000781700.1
g8011	g8011.t1	SSTP_0000781800	SSTP_0000781800.1
g8011	g8011.t2	SSTP_0000781800	SSTP_0000781800.1
g8012	g8012.t1	SSTP_0000781900	SSTP_0000781900.1
g8012	g8012.t2	SSTP_0000781900	SSTP_0000781900.1
g8013	g8013.t1	SSTP_0000782000	SSTP_0000782000.1
g8014	g8014.t1	SSTP_0000782100	SSTP_0000782100.1
g8015	g8015.t1	SSTP_0000782200	SSTP_0000782200.1
g8016	g8016.t1	SSTP_0000782300	SSTP_0000782300.1
g8017	g8017.t1	SSTP_0000782400	SSTP_0000782400.1
g8017	g8017.t2	SSTP_0000782400	SSTP_0000782400.1
g8018	g8018.t1	SSTP_0000782500	SSTP_0000782500.1
g8019	g8019.t1	SSTP_0000782600	SSTP_0000782600.1
g8019	g8019.t2	SSTP_0000782600	SSTP_0000782600.1
g802	g802.t1	SSTP_0001065800	SSTP_0001065800.1
g8020	g8020.t1	SSTP_0000782700	SSTP_0000782700.1
g8021	g8021.t1	SSTP_0000782800	SSTP_0000782800.1
g8022	g8022.t1	SSTP_0000782900	SSTP_0000782900.1
g8023	g8023.t1	SSTP_0000783000	SSTP_0000783000.1
g8024	g8024.t1	SSTP_0000783100	SSTP_0000783100.1
g8024	g8024.t2	SSTP_0000783100	SSTP_0000783100.1
g8025	g8025.t1	SSTP_0000783200	SSTP_0000783200.1
g8026	g8026.t1	SSTP_0000783300	SSTP_0000783300.1
g8027	g8027.t1	SSTP_0000783400	SSTP_0000783400.1
g8027	g8027.t2	SSTP_0000783400	SSTP_0000783400.1
g8028	g8028.t1	SSTP_0000783500	SSTP_0000783500.1
g8029	g8029.t1	SSTP_0000783600	SSTP_0000783600.1
g8029	g8029.t2	SSTP_0000783600	SSTP_0000783600.1
g8029	g8029.t3	SSTP_0000783600	SSTP_0000783600.1
g803	g803.t1	SSTP_0001065700	SSTP_0001065700.1
g8030	g8030.t1	SSTP_0000783700	SSTP_0000783700.1
g8030	g8030.t2	SSTP_0000783700	SSTP_0000783700.1
g8031	g8031.t1	SSTP_0000783800	SSTP_0000783800.1
g8032	g8032.t1	SSTP_0000783900	SSTP_0000783900.1
g8033	g8033.t1	SSTP_0000784000	SSTP_0000784000.1
g8033	g8033.t2	SSTP_0000784000	SSTP_0000784000.1
g8034	g8034.t1	SSTP_0000784100	SSTP_0000784100.1
g8035	g8035.t1	SSTP_0000784200	SSTP_0000784200.1
g8036	g8036.t1	SSTP_0000784300	SSTP_0000784300.1
g8037	g8037.t1	SSTP_0000784400	SSTP_0000784400.1
g8038	g8038.t1	SSTP_0000784500	SSTP_0000784500.1
g8039	g8039.t1	SSTP_0000784600	SSTP_0000784600.1
g804	g804.t1	SSTP_0001065600	SSTP_0001065600.1
g8040	g8040.t1	SSTP_0000784700	SSTP_0000784700.1
g8041	g8041.t1	SSTP_0000784800	SSTP_0000784800.1
g8042	g8042.t1	SSTP_0000784900	SSTP_0000784900.1
g8043	g8043.t1	SSTP_0000785000	SSTP_0000785000.1
g8044	g8044.t1	SSTP_0000785100	SSTP_0000785100.1
g8045	g8045.t1	SSTP_0000785200	SSTP_0000785200.1
g8046	g8046.t1	SSTP_0000785300	SSTP_0000785300.1
g8047	g8047.t1	SSTP_0000785400	SSTP_0000785400.1
g8048	g8048.t1	SSTP_0000785500	SSTP_0000785500.1
g8049	g8049.t1	SSTP_0000785600	SSTP_0000785600.1
g8049	g8049.t2	SSTP_0000785600	SSTP_0000785600.1
g805	g805.t1	SSTP_0001065500	SSTP_0001065500.1
g8050	g8050.t1	SSTP_0000785700	SSTP_0000785700.1
g8051	g8051.t1	SSTP_0000785800	SSTP_0000785800.1
g8052	g8052.t1	SSTP_0000785900	SSTP_0000785900.1
g8053	g8053.t1	SSTP_0000786100	SSTP_0000786100.1
g8054	g8054.t1	SSTP_0000786200	SSTP_0000786200.1
g8055	g8055.t1	SSTP_0000786300	SSTP_0000786300.1
g8056	g8056.t1	SSTP_0000786400	SSTP_0000786400.1
g8057	g8057.t1	SSTP_0000786500	SSTP_0000786500.1
g8058	g8058.t1	SSTP_0000786600	SSTP_0000786600.1
g8059	g8059.t1	SSTP_0000786700	SSTP_0000786700.1
g806	g806.t1	SSTP_0001065400	SSTP_0001065400.1
g8060	g8060.t1	SSTP_0000786800	SSTP_0000786800.1
g8061	g8061.t1	SSTP_0000786850	SSTP_0000786850.1
g8062	g8062.t1	SSTP_0000786900	SSTP_0000786900.1
g8063	g8063.t1	SSTP_0000787000	SSTP_0000787000.1
g8064	g8064.t1	SSTP_0000787100	SSTP_0000787100.1
g8065	g8065.t1	SSTP_0000787200	SSTP_0000787200.1
g8066	g8066.t1	SSTP_0000787300	SSTP_0000787300.1
g8067	g8067.t1	SSTP_0000787400	SSTP_0000787400.1
g8068	g8068.t1	SSTP_0000787500	SSTP_0000787500.1
g8069	g8069.t1	SSTP_0000787600	SSTP_0000787600.1
g807	g807.t1	SSTP_0001065300	SSTP_0001065300.1
g8070	g8070.t1	SSTP_0000787700	SSTP_0000787700.1
g8071	g8071.t1	SSTP_0000787800	SSTP_0000787800.1
g8072	g8072.t1	SSTP_0000788000	SSTP_0000788000.1
g8073	g8073.t1	SSTP_0000788100	SSTP_0000788100.1
g8074	g8074.t1	SSTP_0000788200	SSTP_0000788200.1
g8075	g8075.t1	SSTP_0000788300	SSTP_0000788300.1
g8076	g8076.t1	SSTP_0000788400	SSTP_0000788400.1
g8077	g8077.t1	SSTP_0000788500	SSTP_0000788500.1
g8078	g8078.t1	SSTP_0000788600	SSTP_0000788600.1
g8079	g8079.t1	SSTP_0000788700	SSTP_0000788700.1
g808	g808.t1	SSTP_0001065200	SSTP_0001065200.1
g8080	g8080.t1	SSTP_0000788800	SSTP_0000788800.1
g8081	g8081.t1	SSTP_0000788900	SSTP_0000788900.1
g8082	g8082.t1	SSTP_0000789000	SSTP_0000789000.1
g8083	g8083.t1	SSTP_0000789100	SSTP_0000789100.1
g8084	g8084.t1	SSTP_0000789200	SSTP_0000789200.1
g8085	g8085.t1	SSTP_0000789300	SSTP_0000789300.1
g8086	g8086.t1	SSTP_0000789400	SSTP_0000789400.1
g8086	g8086.t2	SSTP_0000789400	SSTP_0000789400.1
g8086	g8086.t3	SSTP_0000789400	SSTP_0000789400.1
g8087	g8087.t1	SSTP_0000789500	SSTP_0000789500.1
g8088	g8088.t1	SSTP_0000789600	SSTP_0000789600.1
g8089	g8089.t1	SSTP_0000789700	SSTP_0000789700.1
g809	g809.t1	SSTP_0001065100	SSTP_0001065100.1
g8090	g8090.t1	SSTP_0000789800	SSTP_0000789800.1
g8091	g8091.t1		
g8092	g8092.t1	SSTP_0000790000	SSTP_0000790000.1
g8093	g8093.t1	SSTP_0000790100	SSTP_0000790100.1
g8094	g8094.t1	SSTP_0000790200	SSTP_0000790200.1
g8095	g8095.t1	SSTP_0000790300	SSTP_0000790300.1
g8096	g8096.t1	SSTP_0000790400	SSTP_0000790400.1
g8097	g8097.t1	SSTP_0000790500	SSTP_0000790500.1
g8098	g8098.t1	SSTP_0000790600	SSTP_0000790600.1
g8099	g8099.t1	SSTP_0000790700	SSTP_0000790700.1
g81	g81.t1	SSTP_0001100500	SSTP_0001100500.1
g810	g810.t1	SSTP_0001065000	SSTP_0001065000.1
g8100	g8100.t1	SSTP_0000790900	SSTP_0000790900.1
g8101	g8101.t1	SSTP_0000791000	SSTP_0000791000.1
g8102	g8102.t1	SSTP_0000791100	SSTP_0000791100.1
g8103	g8103.t1	SSTP_0000791200	SSTP_0000791200.1
g8104	g8104.t1	SSTP_0000791300	SSTP_0000791300.1
g8105	g8105.t1	SSTP_0000791400	SSTP_0000791400.1
g8106	g8106.t1	SSTP_0000791500	SSTP_0000791500.1
g8107	g8107.t1	SSTP_0000791600	SSTP_0000791600.1
g8107	g8107.t2	SSTP_0000791600	SSTP_0000791600.1
g8108	g8108.t1	SSTP_0000791700	SSTP_0000791700.1
g8109	g8109.t1	SSTP_0000791800	SSTP_0000791800.1
g811	g811.t1	SSTP_0001064900	SSTP_0001064900.1
g811	g811.t2	SSTP_0001064900	SSTP_0001064900.1
g8110	g8110.t1	SSTP_0000791900	SSTP_0000791900.1
g8111	g8111.t1	SSTP_0000792000	SSTP_0000792000.1
g8112	g8112.t1	SSTP_0000792100	SSTP_0000792100.1
g8112	g8112.t2	SSTP_0000792100	SSTP_0000792100.1
g8113	g8113.t1	SSTP_0000792200	SSTP_0000792200.1
g8114	g8114.t1	SSTP_0000792300	SSTP_0000792300.1
g8115	g8115.t1	SSTP_0000792400	SSTP_0000792400.1
g8116	g8116.t1	SSTP_0000792500	SSTP_0000792500.1
g8117	g8117.t1	SSTP_0000792600	SSTP_0000792600.1
g8118	g8118.t1	SSTP_0000792600	SSTP_0000792600.1
g8119	g8119.t1	SSTP_0000792700	SSTP_0000792700.1
g812	g812.t1	SSTP_0001064800	SSTP_0001064800.1
g8120	g8120.t1	SSTP_0000792700	SSTP_0000792700.1
g8121	g8121.t1	SSTP_0000792800	SSTP_0000792800.1
g8122	g8122.t1	SSTP_0000792900	SSTP_0000792900.1
g8123	g8123.t1	SSTP_0000793000	SSTP_0000793000.1
