Sster_gene	Sster_mRNA	Sster_transcript	SSTP_gene	SSTP_transcript
XLOC_011235	TCONS_00016606	TCONS_00016606.p1	SSTP_0001278700	SSTP_0001278700.1
XLOC_011236	TCONS_00016607	TCONS_00016607.p1	SSTP_0001278900	SSTP_0001278900.1
XLOC_011237	TCONS_00016608	TCONS_00016608.p1	SSTP_0001279300	SSTP_0001279300.1
XLOC_011238	TCONS_00016609	TCONS_00016609.p1	SSTP_0001279900	SSTP_0001279900.1
XLOC_011239	TCONS_00016610	TCONS_00016610.p1	SSTP_0001280200	SSTP_0001280200.1
XLOC_011240	TCONS_00016611	TCONS_00016611.p1	SSTP_0001280300	SSTP_0001280300.1
XLOC_011241	TCONS_00016612	TCONS_00016612.p1	SSTP_0001280500	SSTP_0001280500.1
XLOC_011242	TCONS_00016613	TCONS_00016613.p1	SSTP_0001280600	SSTP_0001280600.1
XLOC_011243	TCONS_00017100	TCONS_00017100.p1	SSTP_0001281300	SSTP_0001281300.1
XLOC_011244	TCONS_00016614	TCONS_00016614.p1	SSTP_0001281600	SSTP_0001281600.1
XLOC_011245	TCONS_00017101	TCONS_00017101.p1	SSTP_0000347900	SSTP_0000347900.1
XLOC_011246	TCONS_00016615	TCONS_00016615.p1	SSTP_0000348000	SSTP_0000348000.1
XLOC_011246	TCONS_00017102	TCONS_00017102.p1	SSTP_0000348000	SSTP_0000348000.1
XLOC_011246	TCONS_00017103	TCONS_00017103.p1	SSTP_0000348100	SSTP_0000348100.1
XLOC_011247	TCONS_00016616	TCONS_00016616.p1	SSTP_0000348600	SSTP_0000348600.1
XLOC_011248	TCONS_00016617	TCONS_00016617.p1	SSTP_0000348800	SSTP_0000348800.1
XLOC_011248	TCONS_00017104	TCONS_00017104.p1	SSTP_0000348800	SSTP_0000348800.1
XLOC_011250	TCONS_00016618	TCONS_00016618.p1	SSTP_0000348900	SSTP_0000348900.1
XLOC_011250	TCONS_00016619	TCONS_00016619.p1	SSTP_0000349000	SSTP_0000349000.1
XLOC_011250	TCONS_00017106	TCONS_00017106.p1	SSTP_0000349000	SSTP_0000349000.1
XLOC_011251	TCONS_00016620	TCONS_00016620.p1	SSTP_0000349200	SSTP_0000349200.1
XLOC_011252	TCONS_00016621	TCONS_00016621.p1	SSTP_0000349600	SSTP_0000349600.1
XLOC_011253	TCONS_00016622	TCONS_00016622.p1	SSTP_0000350000	SSTP_0000350000.1
XLOC_011254	TCONS_00016623	TCONS_00016623.p1	SSTP_0000350200	SSTP_0000350200.1
XLOC_011255	TCONS_00016624	TCONS_00016624.p1	SSTP_0000350500	SSTP_0000350500.1
XLOC_011256	TCONS_00016625	TCONS_00016625.p1	SSTP_0000350600	SSTP_0000350600.1
XLOC_011257	TCONS_00016626	TCONS_00016626.p1	SSTP_0000350900	SSTP_0000350900.1
XLOC_011258	TCONS_00016627	TCONS_00016627.p1	SSTP_0000351100	SSTP_0000351100.1
XLOC_011258	TCONS_00017107	TCONS_00017107.p1	SSTP_0000351100	SSTP_0000351100.1
XLOC_011259	TCONS_00016628	TCONS_00016628.p1	SSTP_0000351200	SSTP_0000351200.1
XLOC_011260	TCONS_00016629	TCONS_00016629.p1	SSTP_0000351300	SSTP_0000351300.1
XLOC_011261	TCONS_00016630	TCONS_00016630.p1	SSTP_0000351700	SSTP_0000351700.1
XLOC_011261	TCONS_00017108	TCONS_00017108.p1	SSTP_0000351700	SSTP_0000351700.1
XLOC_011262	TCONS_00016631	TCONS_00016631.p1	SSTP_0000351800	SSTP_0000351800.1
XLOC_011263	TCONS_00016632	TCONS_00016632.p1	SSTP_0000352000	SSTP_0000352000.1
XLOC_011264	TCONS_00016633	TCONS_00016633.p1		
XLOC_011264	TCONS_00017109	TCONS_00017109.p1		
XLOC_011265	TCONS_00016634	TCONS_00016634.p1	SSTP_0000352300	SSTP_0000352300.1
XLOC_011265	TCONS_00017110	TCONS_00017110.p1	SSTP_0000352300	SSTP_0000352300.1
XLOC_011266	TCONS_00016635	TCONS_00016635.p1	SSTP_0000352400	SSTP_0000352400.1
XLOC_011267	TCONS_00016636	TCONS_00016636.p1	SSTP_0000352600	SSTP_0000352600.1
XLOC_011268	TCONS_00016637	TCONS_00016637.p1	SSTP_0000352700	SSTP_0000352700.1
XLOC_011269	TCONS_00016638	TCONS_00016638.p1	SSTP_0000352900	SSTP_0000352900.1
XLOC_011269	TCONS_00017112	TCONS_00017112.p1	SSTP_0000352900	SSTP_0000352900.1
XLOC_011270	TCONS_00017113	TCONS_00017113.p1	SSTP_0000353100	SSTP_0000353100.1
XLOC_011271	TCONS_00017114	TCONS_00017114.p1	SSTP_0000353200	SSTP_0000353200.1
XLOC_011272	TCONS_00017115	TCONS_00017115.p1	SSTP_0000353300	SSTP_0000353300.1
XLOC_011273	TCONS_00017116	TCONS_00017116.p1	SSTP_0000353400	SSTP_0000353400.1
XLOC_011274	TCONS_00017117	TCONS_00017117.p1	SSTP_0000353500	SSTP_0000353500.1
XLOC_011275	TCONS_00017118	TCONS_00017118.p1	SSTP_0000353600	SSTP_0000353600.1
XLOC_011276	TCONS_00017119	TCONS_00017119.p1	SSTP_0000353700	SSTP_0000353700.1
XLOC_011277	TCONS_00017120	TCONS_00017120.p1	SSTP_0000353800	SSTP_0000353800.1
XLOC_011281	TCONS_00017124	TCONS_00017124.p1	SSTP_0001285000	SSTP_0001285000.1
XLOC_011282	TCONS_00016639	TCONS_00016639.p1	SSTP_0000345300	SSTP_0000345300.1
XLOC_011282	TCONS_00017126	TCONS_00017126.p1	SSTP_0000345300	SSTP_0000345300.1
XLOC_011283	TCONS_00017127	TCONS_00017127.p1	SSTP_0001053600	SSTP_0001053600.1
XLOC_011288	TCONS_00017132	TCONS_00017132.p1	SSTP_0001283300	SSTP_0001283300.1
XLOC_011289	TCONS_00017133	TCONS_00017133.p1	SSTP_0000831000	SSTP_0000831000.1
XLOC_011289	TCONS_00017133	TCONS_00017133.p2	SSTP_0000447200	SSTP_0000447200.1
XLOC_011290	TCONS_00017134	TCONS_00017134.p1	SSTP_0001053600	SSTP_0001053600.1
XLOC_011291	TCONS_00016640	TCONS_00016640.p1	SSTP_0000345300	SSTP_0000345300.1
XLOC_011291	TCONS_00017135	TCONS_00017135.p1	SSTP_0000998200	SSTP_0000998200.1
XLOC_011293	TCONS_00016642	TCONS_00016642.p1	SSTP_0001171000	SSTP_0001171000.1
XLOC_011293	TCONS_00017138	TCONS_00017138.p1	SSTP_0001171000	SSTP_0001171000.1
XLOC_011295	TCONS_00016643	TCONS_00016643.p1	SSTP_0000000300	SSTP_0000000300.1
XLOC_011296	TCONS_00016644	TCONS_00016644.p1	SSTP_0000679500	SSTP_0000679500.1
XLOC_011298	TCONS_00016645	TCONS_00016645.p1	SSTP_0000679300	SSTP_0000679300.1
XLOC_011298	TCONS_00017141	TCONS_00017141.p1	SSTP_0000679400	SSTP_0000679400.1
XLOC_011298	TCONS_00017142	TCONS_00017142.p1	SSTP_0000679300	SSTP_0000679300.1
XLOC_011299	TCONS_00016646	TCONS_00016646.p1	SSTP_0000679100	SSTP_0000679100.1
XLOC_011299	TCONS_00017143	TCONS_00017143.p1	SSTP_0000679100	SSTP_0000679100.1
XLOC_011300	TCONS_00017144	TCONS_00017144.p1	SSTP_0000678650	SSTP_0000678650.1
XLOC_011301	TCONS_00016647	TCONS_00016647.p1	SSTP_0000678600	SSTP_0000678600.1
XLOC_011302	TCONS_00016648	TCONS_00016648.p1	SSTP_0000678100	SSTP_0000678100.1
XLOC_011302	TCONS_00017145	TCONS_00017145.p1	SSTP_0000678100	SSTP_0000678100.1
XLOC_011302	TCONS_00017146	TCONS_00017146.p1	SSTP_0000678000	SSTP_0000678000.1
XLOC_011303	TCONS_00016649	TCONS_00016649.p1	SSTP_0000677900	SSTP_0000677900.1
XLOC_011303	TCONS_00016650	TCONS_00016650.p1	SSTP_0000677900	SSTP_0000677900.1
XLOC_011303	TCONS_00016651	TCONS_00016651.p1	SSTP_0000677700	SSTP_0000677700.1
XLOC_011303	TCONS_00016652	TCONS_00016652.p1	SSTP_0000677500	SSTP_0000677500.1
XLOC_011303	TCONS_00016653	TCONS_00016653.p1	SSTP_0000507100	SSTP_0000507100.1
XLOC_011303	TCONS_00016654	TCONS_00016654.p1	SSTP_0000677300	SSTP_0000677300.1
XLOC_011303	TCONS_00016655	TCONS_00016655.p1	SSTP_0000677300	SSTP_0000677300.1
XLOC_011303	TCONS_00016656	TCONS_00016656.p1	SSTP_0000677200	SSTP_0000677200.1
XLOC_011303	TCONS_00017147	TCONS_00017147.p1	SSTP_0000677900	SSTP_0000677900.1
XLOC_011304	TCONS_00016657	TCONS_00016657.p1	SSTP_0000676600	SSTP_0000676600.1
XLOC_011305	TCONS_00016658	TCONS_00016658.p1		
XLOC_011305	TCONS_00017148	TCONS_00017148.p1		
XLOC_011305	TCONS_00017148	TCONS_00017148.p2		
XLOC_011306	TCONS_00016659	TCONS_00016659.p1	SSTP_0000676200	SSTP_0000676200.1
XLOC_011307	TCONS_00016660	TCONS_00016660.p1	SSTP_0000675700	SSTP_0000675700.1
XLOC_011308	TCONS_00016661	TCONS_00016661.p1	SSTP_0000675600	SSTP_0000675600.1
XLOC_011309	TCONS_00016662	TCONS_00016662.p1	SSTP_0000675000	SSTP_0000675000.1
XLOC_011309	TCONS_00017149	TCONS_00017149.p1	SSTP_0000675200	SSTP_0000675200.1
XLOC_011309	TCONS_00017151	TCONS_00017151.p1	SSTP_0000675000	SSTP_0000675000.1
XLOC_011311	TCONS_00016664	TCONS_00016664.p1	SSTP_0000674800	SSTP_0000674800.1
XLOC_011312	TCONS_00016665	TCONS_00016665.p1	SSTP_0000674500	SSTP_0000674500.1
XLOC_011313	TCONS_00016666	TCONS_00016666.p1	SSTP_0000674400	SSTP_0000674400.1
XLOC_011313	TCONS_00017152	TCONS_00017152.p1	SSTP_0000674400	SSTP_0000674400.1
XLOC_011314	TCONS_00016667	TCONS_00016667.p1	SSTP_0000674200	SSTP_0000674200.1
XLOC_011314	TCONS_00017153	TCONS_00017153.p1	SSTP_0000674200	SSTP_0000674200.1
XLOC_011315	TCONS_00017154	TCONS_00017154.p1	SSTP_0001235100	SSTP_0001235100.1
XLOC_011316	TCONS_00016669	TCONS_00016669.p1	SSTP_0000673500	SSTP_0000673500.1
XLOC_011317	TCONS_00016670	TCONS_00016670.p1	SSTP_0000673400	SSTP_0000673400.1
XLOC_011317	TCONS_00017155	TCONS_00017155.p1	SSTP_0000673400	SSTP_0000673400.1
XLOC_011318	TCONS_00016671	TCONS_00016671.p1	SSTP_0000673200	SSTP_0000673200.1
XLOC_011319	TCONS_00016672	TCONS_00016672.p1	SSTP_0000672900	SSTP_0000672900.1
XLOC_011320	TCONS_00016673	TCONS_00016673.p1	SSTP_0000672700	SSTP_0000672700.1
XLOC_011321	TCONS_00016674	TCONS_00016674.p1	SSTP_0000672450	SSTP_0000672450.1
XLOC_011322	TCONS_00016675	TCONS_00016675.p1	SSTP_0000672300	SSTP_0000672300.1
XLOC_011322	TCONS_00017156	TCONS_00017156.p1	SSTP_0000672400	SSTP_0000672400.1
XLOC_011322	TCONS_00017157	TCONS_00017157.p1	SSTP_0000672300	SSTP_0000672300.1
XLOC_011323	TCONS_00016676	TCONS_00016676.p1	SSTP_0000672200	SSTP_0000672200.1
XLOC_011324	TCONS_00016677	TCONS_00016677.p1	SSTP_0000672100	SSTP_0000672100.1
XLOC_011325	TCONS_00016678	TCONS_00016678.p1	SSTP_0000672000	SSTP_0000672000.1
XLOC_011326	TCONS_00016679	TCONS_00016679.p1	SSTP_0000671800	SSTP_0000671800.1
XLOC_011327	TCONS_00016680	TCONS_00016680.p1	SSTP_0000671500	SSTP_0000671500.1
XLOC_011327	TCONS_00016681	TCONS_00016681.p1	SSTP_0000671400	SSTP_0000671400.1
XLOC_011327	TCONS_00016682	TCONS_00016682.p1	SSTP_0000671300	SSTP_0000671300.1
XLOC_011327	TCONS_00017158	TCONS_00017158.p1	SSTP_0000671400	SSTP_0000671400.1
XLOC_011329	TCONS_00016684	TCONS_00016684.p1	SSTP_0000670800	SSTP_0000670800.1
XLOC_011329	TCONS_00017159	TCONS_00017159.p1	SSTP_0000670800	SSTP_0000670800.1
XLOC_011329	TCONS_00017159	TCONS_00017159.p2	SSTP_0000670800	SSTP_0000670800.1
XLOC_011330	TCONS_00017160	TCONS_00017160.p1	SSTP_0000476900	SSTP_0000476900.1
XLOC_011331	TCONS_00016685	TCONS_00016685.p1	SSTP_0000670600	SSTP_0000670600.1
XLOC_011332	TCONS_00016686	TCONS_00016686.p1	SSTP_0000670500	SSTP_0000670500.1
XLOC_011333	TCONS_00016687	TCONS_00016687.p1	SSTP_0000670400	SSTP_0000670400.1
XLOC_011335	TCONS_00016688	TCONS_00016688.p1	SSTP_0000669700	SSTP_0000669700.1
XLOC_011335	TCONS_00017162	TCONS_00017162.p1	SSTP_0000669700	SSTP_0000669700.1
XLOC_011336	TCONS_00016689	TCONS_00016689.p1	SSTP_0000669200	SSTP_0000669200.1
XLOC_011336	TCONS_00017163	TCONS_00017163.p1	SSTP_0000669200	SSTP_0000669200.1
XLOC_011337	TCONS_00016690	TCONS_00016690.p1	SSTP_0000669000	SSTP_0000669000.1
XLOC_011337	TCONS_00016691	TCONS_00016691.p1	SSTP_0000668900	SSTP_0000668900.1
XLOC_011337	TCONS_00017164	TCONS_00017164.p1	SSTP_0000668900	SSTP_0000668900.1
XLOC_011343	TCONS_00016696	TCONS_00016696.p1	SSTP_0000667600	SSTP_0000667600.1
XLOC_011345	TCONS_00016697	TCONS_00016697.p1	SSTP_0000453300	SSTP_0000453300.1
XLOC_011345	TCONS_00017167	TCONS_00017167.p1	SSTP_0000488300	SSTP_0000488300.1
XLOC_011346	TCONS_00016698	TCONS_00016698.p1	SSTP_0000943600	SSTP_0000943600.1
XLOC_011348	TCONS_00017169	TCONS_00017169.p1	SSTP_0000459000	SSTP_0000459000.1
XLOC_011352	TCONS_00017173	TCONS_00017173.p1	SSTP_0000831000	SSTP_0000831000.1
XLOC_011353	TCONS_00016700	TCONS_00016700.p1	SSTP_0000508600	SSTP_0000508600.1
XLOC_011353	TCONS_00017174	TCONS_00017174.p1	SSTP_0000944200	SSTP_0000944200.1
XLOC_011354	TCONS_00017175	TCONS_00017175.p1	SSTP_0000492000	SSTP_0000492000.1
XLOC_011356	TCONS_00016701	TCONS_00016701.p1	SSTP_0000453000	SSTP_0000453000.1
XLOC_011357	TCONS_00016702	TCONS_00016702.p1	SSTP_0000679600	SSTP_0000679600.1
XLOC_011358	TCONS_00016703	TCONS_00016703.p1	SSTP_0000679500	SSTP_0000679500.1
XLOC_011359	TCONS_00017178	TCONS_00017178.p1	SSTP_0000708400	SSTP_0000708400.1
XLOC_011359	TCONS_00017178	TCONS_00017178.p2	SSTP_0000708400	SSTP_0000708400.1
XLOC_011360	TCONS_00016704	TCONS_00016704.p1	SSTP_0000509700	SSTP_0000509700.1
XLOC_011362	TCONS_00016705	TCONS_00016705.p1	SSTP_0000636733	SSTP_0000636733.1
XLOC_011363	TCONS_00017180	TCONS_00017180.p1	SSTP_0000636800	SSTP_0000636800.1
XLOC_011364	TCONS_00016706	TCONS_00016706.p1	SSTP_0000636900	SSTP_0000636900.1
XLOC_011365	TCONS_00016707	TCONS_00016707.p1	SSTP_0000637200	SSTP_0000637200.1
XLOC_011365	TCONS_00016708	TCONS_00016708.p1	SSTP_0000456400	SSTP_0000456400.1
XLOC_011365	TCONS_00017181	TCONS_00017181.p1	SSTP_0000637200	SSTP_0000637200.1
XLOC_011366	TCONS_00016709	TCONS_00016709.p1	SSTP_0000456500	SSTP_0000456500.1
XLOC_011367	TCONS_00016710	TCONS_00016710.p1	SSTP_0000032600	SSTP_0000032600.1
XLOC_011368	TCONS_00016711	TCONS_00016711.p1	SSTP_0000033000	SSTP_0000033000.1
XLOC_011368	TCONS_00016712	TCONS_00016712.p1	SSTP_0000033000	SSTP_0000033000.1
XLOC_011368	TCONS_00017182	TCONS_00017182.p1	SSTP_0000033000	SSTP_0000033000.1
XLOC_011369	TCONS_00016713	TCONS_00016713.p1	SSTP_0000033200	SSTP_0000033200.1
XLOC_011370	TCONS_00016714	TCONS_00016714.p1	SSTP_0000033300	SSTP_0000033300.1
XLOC_011370	TCONS_00017183	TCONS_00017183.p1	SSTP_0000033300	SSTP_0000033300.1
XLOC_011371	TCONS_00016715	TCONS_00016715.p1	SSTP_0000033400	SSTP_0000033400.1
XLOC_011372	TCONS_00016716	TCONS_00016716.p1	SSTP_0000033600	SSTP_0000033600.1
XLOC_011373	TCONS_00016717	TCONS_00016717.p1	SSTP_0000033900	SSTP_0000033900.1
XLOC_011373	TCONS_00017185	TCONS_00017185.p1	SSTP_0000033900	SSTP_0000033900.1
XLOC_011374	TCONS_00016718	TCONS_00016718.p1	SSTP_0001289900	SSTP_0001289900.1
XLOC_011374	TCONS_00017186	TCONS_00017186.p1	SSTP_0001289900	SSTP_0001289900.1
XLOC_011375	TCONS_00016719	TCONS_00016719.p1	SSTP_0001290000	SSTP_0001290000.1
XLOC_011375	TCONS_00016720	TCONS_00016720.p1	SSTP_0000034100	SSTP_0000034100.1
XLOC_011375	TCONS_00017187	TCONS_00017187.p1	SSTP_0000034100	SSTP_0000034100.1
XLOC_011376	TCONS_00016721	TCONS_00016721.p1	SSTP_0000034300	SSTP_0000034300.1
XLOC_011377	TCONS_00016722	TCONS_00016722.p1	SSTP_0000034400	SSTP_0000034400.1
XLOC_011378	TCONS_00016723	TCONS_00016723.p1	SSTP_0000034500	SSTP_0000034500.1
XLOC_011379	TCONS_00017188	TCONS_00017188.p1	SSTP_0000034850	SSTP_0000034850.1
XLOC_011380	TCONS_00016724	TCONS_00016724.p1	SSTP_0000035000	SSTP_0000035000.1
XLOC_011381	TCONS_00016725	TCONS_00016725.p1	SSTP_0000035100	SSTP_0000035100.1
XLOC_011381	TCONS_00017189	TCONS_00017189.p1	SSTP_0000035100	SSTP_0000035100.1
XLOC_011382	TCONS_00016726	TCONS_00016726.p1	SSTP_0000035600	SSTP_0000035600.1
XLOC_011383	TCONS_00016727	TCONS_00016727.p1	SSTP_0000035700	SSTP_0000035700.1
XLOC_011383	TCONS_00017190	TCONS_00017190.p1	SSTP_0000035700	SSTP_0000035700.1
XLOC_011384	TCONS_00016728	TCONS_00016728.p1	SSTP_0000035900	SSTP_0000035900.1
XLOC_011385	TCONS_00016729	TCONS_00016729.p1	SSTP_0000036000	SSTP_0000036000.1
XLOC_011386	TCONS_00016730	TCONS_00016730.p1	SSTP_0001230700	SSTP_0001230700.1
XLOC_011386	TCONS_00017191	TCONS_00017191.p2	SSTP_0001230700	SSTP_0001230700.1
XLOC_011387	TCONS_00016731	TCONS_00016731.p1	SSTP_0001230800	SSTP_0001230800.1
XLOC_011388	TCONS_00016732	TCONS_00016732.p1	SSTP_0001230900	SSTP_0001230900.1
XLOC_011389	TCONS_00016733	TCONS_00016733.p1	SSTP_0001231400	SSTP_0001231400.1
XLOC_011389	TCONS_00016734	TCONS_00016734.p1	SSTP_0001231500	SSTP_0001231500.1
XLOC_011389	TCONS_00017192	TCONS_00017192.p1	SSTP_0001231400	SSTP_0001231400.1
XLOC_011390	TCONS_00016735	TCONS_00016735.p1	SSTP_0001231600	SSTP_0001231600.1
XLOC_011391	TCONS_00016736	TCONS_00016736.p1	SSTP_0001231700	SSTP_0001231700.1
XLOC_011393	TCONS_00016738	TCONS_00016738.p1	SSTP_0001231800	SSTP_0001231800.1
XLOC_011394	TCONS_00016739	TCONS_00016739.p1	SSTP_0001231900	SSTP_0001231900.1
XLOC_011394	TCONS_00017193	TCONS_00017193.p1	SSTP_0001231900	SSTP_0001231900.1
XLOC_011395	TCONS_00016740	TCONS_00016740.p1	SSTP_0001232200	SSTP_0001232200.1
XLOC_011396	TCONS_00016741	TCONS_00016741.p1	SSTP_0001232300	SSTP_0001232300.1
XLOC_011397	TCONS_00016742	TCONS_00016742.p1	SSTP_0001232600	SSTP_0001232600.1
XLOC_011398	TCONS_00016743	TCONS_00016743.p1	SSTP_0001232800	SSTP_0001232800.1
XLOC_011398	TCONS_00016744	TCONS_00016744.p1	SSTP_0001232900	SSTP_0001232900.1
XLOC_011398	TCONS_00017194	TCONS_00017194.p1	SSTP_0001232800	SSTP_0001232800.1
XLOC_011399	TCONS_00016745	TCONS_00016745.p1		
XLOC_011400	TCONS_00016746	TCONS_00016746.p1	SSTP_0001286600	SSTP_0001286600.1
XLOC_011401	TCONS_00016747	TCONS_00016747.p1	SSTP_0001233300	SSTP_0001233300.1
XLOC_011401	TCONS_00016748	TCONS_00016748.p1	SSTP_0001233400	SSTP_0001233400.1
XLOC_011401	TCONS_00017195	TCONS_00017195.p1	SSTP_0001233400	SSTP_0001233400.1
XLOC_011402	TCONS_00016749	TCONS_00016749.p1	SSTP_0001233600	SSTP_0001233600.1
XLOC_011402	TCONS_00017197	TCONS_00017197.p1	SSTP_0001233600	SSTP_0001233600.1
XLOC_011403	TCONS_00016750	TCONS_00016750.p1	SSTP_0001233700	SSTP_0001233700.1
XLOC_011404	TCONS_00016751	TCONS_00016751.p1	SSTP_0001234000	SSTP_0001234000.1
XLOC_011405	TCONS_00016752	TCONS_00016752.p1	SSTP_0001234200	SSTP_0001234200.1
XLOC_011406	TCONS_00016753	TCONS_00016753.p1	SSTP_0001234400	SSTP_0001234400.1
XLOC_011407	TCONS_00016754	TCONS_00016754.p1	SSTP_0001234600	SSTP_0001234600.1
XLOC_011407	TCONS_00017198	TCONS_00017198.p1	SSTP_0001234600	SSTP_0001234600.1
XLOC_011408	TCONS_00016755	TCONS_00016755.p1	SSTP_0001234900	SSTP_0001234900.1
XLOC_011408	TCONS_00016756	TCONS_00016756.p1	SSTP_0001235000	SSTP_0001235000.1
XLOC_011408	TCONS_00017199	TCONS_00017199.p1	SSTP_0001235000	SSTP_0001235000.1
XLOC_011409	TCONS_00017200	TCONS_00017200.p1	SSTP_0001235100	SSTP_0001235100.1
XLOC_011410	TCONS_00016757	TCONS_00016757.p1	SSTP_0001235200	SSTP_0001235200.1
XLOC_011411	TCONS_00016758	TCONS_00016758.p1	SSTP_0001235300	SSTP_0001235300.1
XLOC_011411	TCONS_00017201	TCONS_00017201.p1	SSTP_0001235300	SSTP_0001235300.1
XLOC_011412	TCONS_00016759	TCONS_00016759.p1	SSTP_0001235600	SSTP_0001235600.1
XLOC_011412	TCONS_00017202	TCONS_00017202.p1	SSTP_0001235600	SSTP_0001235600.1
XLOC_011413	TCONS_00016760	TCONS_00016760.p1	SSTP_0001235900	SSTP_0001235900.1
XLOC_011413	TCONS_00017203	TCONS_00017203.p1	SSTP_0001235900	SSTP_0001235900.1
XLOC_011414	TCONS_00016761	TCONS_00016761.p1	SSTP_0001236100	SSTP_0001236100.1
XLOC_011415	TCONS_00016762	TCONS_00016762.p1	SSTP_0001236200	SSTP_0001236200.1
XLOC_011416	TCONS_00016763	TCONS_00016763.p1	SSTP_0001236400	SSTP_0001236400.1
XLOC_011417	TCONS_00016764	TCONS_00016764.p1	SSTP_0001236700	SSTP_0001236700.1
XLOC_011418	TCONS_00016765	TCONS_00016765.p1	SSTP_0001236800	SSTP_0001236800.1
XLOC_011418	TCONS_00017204	TCONS_00017204.p1	SSTP_0001236800	SSTP_0001236800.1
XLOC_011419	TCONS_00017205	TCONS_00017205.p1	SSTP_0001237200	SSTP_0001237200.1
XLOC_011420	TCONS_00016766	TCONS_00016766.p1	SSTP_0001237900	SSTP_0001237900.1
XLOC_011421	TCONS_00016767	TCONS_00016767.p1	SSTP_0001238100	SSTP_0001238100.1
XLOC_011422	TCONS_00016768	TCONS_00016768.p1	SSTP_0001238300	SSTP_0001238300.1
XLOC_011423	TCONS_00016769	TCONS_00016769.p1	SSTP_0001238700	SSTP_0001238700.1
XLOC_011424	TCONS_00016770	TCONS_00016770.p1	SSTP_0001238800	SSTP_0001238800.1
XLOC_011424	TCONS_00017206	TCONS_00017206.p1	SSTP_0001238800	SSTP_0001238800.1
XLOC_011425	TCONS_00016771	TCONS_00016771.p1	SSTP_0001238900	SSTP_0001238900.1
XLOC_011425	TCONS_00017207	TCONS_00017207.p1	SSTP_0001238900	SSTP_0001238900.1
XLOC_011426	TCONS_00016772	TCONS_00016772.p1	SSTP_0001239300	SSTP_0001239300.1
XLOC_011427	TCONS_00016773	TCONS_00016773.p1	SSTP_0001239600	SSTP_0001239600.1
XLOC_011428	TCONS_00016774	TCONS_00016774.p1	SSTP_0001239800	SSTP_0001239800.1
XLOC_011429	TCONS_00016775	TCONS_00016775.p1	SSTP_0001240000	SSTP_0001240000.1
XLOC_011430	TCONS_00016776	TCONS_00016776.p1	SSTP_0001240100	SSTP_0001240100.1
XLOC_011430	TCONS_00017208	TCONS_00017208.p1	SSTP_0001240100	SSTP_0001240100.1
XLOC_011431	TCONS_00016777	TCONS_00016777.p1	SSTP_0001240400	SSTP_0001240400.1
XLOC_011432	TCONS_00016778	TCONS_00016778.p1	SSTP_0001240900	SSTP_0001240900.1
XLOC_011433	TCONS_00016779	TCONS_00016779.p1	SSTP_0001241100	SSTP_0001241100.1
XLOC_011435	TCONS_00016781	TCONS_00016781.p1	SSTP_0001241300	SSTP_0001241300.1
XLOC_011437	TCONS_00016782	TCONS_00016782.p1	SSTP_0001241900	SSTP_0001241900.1
XLOC_011437	TCONS_00017210	TCONS_00017210.p1	SSTP_0001241900	SSTP_0001241900.1
XLOC_011438	TCONS_00016783	TCONS_00016783.p1	SSTP_0001242000	SSTP_0001242000.1
XLOC_011438	TCONS_00017211	TCONS_00017211.p1	SSTP_0001242000	SSTP_0001242000.1
XLOC_011439	TCONS_00016784	TCONS_00016784.p1	SSTP_0001242500	SSTP_0001242500.1
XLOC_011440	TCONS_00016785	TCONS_00016785.p1	SSTP_0001242600	SSTP_0001242600.1
XLOC_011440	TCONS_00017212	TCONS_00017212.p1	SSTP_0001242600	SSTP_0001242600.1
XLOC_011440	TCONS_00017213	TCONS_00017213.p1	SSTP_0000107900	SSTP_0000107900.1
XLOC_011441	TCONS_00016786	TCONS_00016786.p1	SSTP_0001243700	SSTP_0001243700.1
XLOC_011441	TCONS_00017214	TCONS_00017214.p1	SSTP_0001243700	SSTP_0001243700.1
XLOC_011442	TCONS_00016787	TCONS_00016787.p1	SSTP_0001243900	SSTP_0001243900.1
XLOC_011443	TCONS_00016788	TCONS_00016788.p1	SSTP_0001244300	SSTP_0001244300.1
XLOC_011443	TCONS_00017215	TCONS_00017215.p1	SSTP_0001244300	SSTP_0001244300.1
XLOC_011444	TCONS_00016789	TCONS_00016789.p1	SSTP_0001244500	SSTP_0001244500.1
XLOC_011445	TCONS_00016790	TCONS_00016790.p1	SSTP_0001244600	SSTP_0001244600.1
XLOC_011446	TCONS_00016791	TCONS_00016791.p1	SSTP_0001244900	SSTP_0001244900.1
XLOC_011447	TCONS_00016792	TCONS_00016792.p1	SSTP_0001245200	SSTP_0001245200.1
XLOC_011447	TCONS_00017216	TCONS_00017216.p1	SSTP_0001245200	SSTP_0001245200.1
XLOC_011449	TCONS_00016794	TCONS_00016794.p1	SSTP_0001245700	SSTP_0001245700.1
XLOC_011449	TCONS_00017217	TCONS_00017217.p1	SSTP_0001245700	SSTP_0001245700.1
XLOC_011450	TCONS_00016795	TCONS_00016795.p1	SSTP_0001246000	SSTP_0001246000.1
XLOC_011451	TCONS_00016796	TCONS_00016796.p1	SSTP_0001246200	SSTP_0001246200.1
XLOC_011452	TCONS_00016797	TCONS_00016797.p1	SSTP_0001246400	SSTP_0001246400.1
XLOC_011453	TCONS_00016798	TCONS_00016798.p1	SSTP_0001247300	SSTP_0001247300.1
XLOC_011454	TCONS_00016799	TCONS_00016799.p1	SSTP_0001247500	SSTP_0001247500.1
